# Created from biom table																																								
#OTU ID	ECOLI	EXTBLK1	EXTBLK2	EXTBLK	FB200	FB20	FB5	FB60	FBF	NO15200	NO1520	NO155	NO1560	NO15F	NO7200	NO720	NO75	NO760	NO7F	PCRBLK	SM01200	SM0120	SM015	SM0160	SM01F	SM02200	SM0220	SM025	SM0260	SM02F	SM29200	SM2920	SM295	SM2960	SM29F	SM31200	SM3120	SM315	SM3160	SM31F
Otu315	1	288	701	241	693	0	70	289	220	1	1	4	2	1	0	0	0	0	1	231	0	0	1	2	1	0	0	1	0	1	3	2	0	2	2	1	0	0	1	1
Otu316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
Otu318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1
Otu319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Otu320	0	0	0	0	0	0	0	0	0	1	1	1	3	1	2	5	1	2	8	0	1	3	2	9	26	1	0	3	0	6	1	3	4	4	15	1	1	4	3	18
Otu321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
Otu322	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	416	50	58	252	276	119	10	23	38	13	92	8	10	12	383	45	27	77	42	87
Otu323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu324	0	0	0	0	0	0	0	0	0	63	20	29	53	67	0	0	0	1	0	0	13	12	10	37	16	88	62	43	138	80	283	208	174	225	135	197	174	432	306	348
Otu325	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	4	0	10	4	31	60	18	69	22	11	2	0	5	1	13	15	31	24	44
Otu326	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	4	5	8	5	0	15	20	10	29	30	67	50	45	80	50	105	54	37	66	26	129	78	191	159	200
Otu327	0	0	0	0	0	0	0	0	0	3	4	0	5	3	0	0	0	0	0	0	18	25	19	57	65	32	13	10	58	64	13	11	4	8	15	32	19	59	50	98
Otu328	0	0	0	0	0	0	0	0	0	16	2	2	8	6	8	16	9	16	2	0	28	15	19	55	49	82	36	27	168	107	171	128	103	137	117	198	157	404	289	355
Otu329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	3	2	11	5	1	21	8	33	21	15	28	23	80	46	143	140	134
Otu330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
Otu331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
Otu332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Otu334	0	0	0	0	0	0	0	0	0	4	4	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu335	1	96	0	48	0	0	0	72	0	0	0	1	0	1	2	1	1	0	0	33	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0
Otu336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0
Otu337	2	0	0	0	25	0	0	145	0	5940	6544	9230	5067	10072	87	96	101	85	313	132	0	0	0	0	1	0	3	1	1	2	100	81	77	107	2222	1	1	1	0	1
Otu338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	13	5	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu339	0	0	0	48	25	0	0	0	0	4	11	1	8	0	0	2	1	1	0	0	0	2	0	1	0	14	23	10	5	12	12	4	9	1	18	8	8	4	7	1
Otu340	148	1920	980	7566	109	1006	6847	5136	440	101	85	85	130	144	150	101	79	104	102	264	131	155	95	114	156	102	106	237	190	235	111	217	121	131	225	162	155	131	168	131
